,bamid,approach_vertical,vertical_jump,3/4_court_sprint,4-way_agility,reaction_shuttle,bamscore,wingspan,reach,height,weight,body_comp,hand_length,hand_width
350,1463.0,28.0,23.5,3.683,12.155,3.241,1844.0,83.0,105.5,80.0,218.2,12.6,8.25,9.25
351,1422.0,38.5,31.5,3.586,12.393,3.53,1937.0,75.25,95.5,73.0,156.5,4.0,8.049381188118812,8.876189296333004
352,892.0,32.0,27.5,3.357,12.242,3.908,1836.0,79.0,97.5,74.5,196.0,9.6,8.5,9.5
353,548.0,38.0,30.0,3.292,11.36,3.305,2080.0,75.5,95.0,72.0,185.0,7.7,8.5,9.0
354,575.0,35.0,30.0,3.422,12.5959999999999,3.739,1887.0,78.75,97.5,74.25,164.0,20.6,8.0,8.25
355,414.0,31.5,26.0,3.842,12.225,3.319,1826.0,77.0,98.5,74.0,160.0,11.5,8.25,9.25
356,1291.0,22.0,18.5,3.353,11.708,3.488,1797.0,79.0,97.5,72.0,161.0,14.3,8.0,8.75
357,1247.0,28.5,24.5,3.661,12.687,3.789,1726.0,79.25,101.0,75.5,173.1,10.0,8.0,9.0
358,1445.0,32.0,24.0,3.327,11.045,3.36899999999999,2004.0,75.0,93.0,69.5,177.5,24.1,7.5,8.5
359,505.0,39.5,28.5,3.468,11.149,3.218,2080.0,81.0,100.0,76.25,195.8,16.6,8.5,10.0
360,1399.0,28.5,24.5,3.388,12.088,3.057,1952.0,81.5,105.0,79.0,171.0,14.9,8.5,10.25
361,677.0,34.0,24.0,3.55,12.498,3.902,1773.0,72.0,91.0,69.5,148.0,12.4,7.5,8.0
362,321.0,28.5,23.5,3.564,12.453,3.328,1842.0,75.0,99.0,75.0,209.0,22.4,8.0,9.0
363,307.0,38.0,29.0,3.278,11.972,3.4,2079.0,78.0,96.5,74.0,176.1,8.0,8.0,9.0
364,810.0,26.0,22.5,3.78,13.332,4.098,1541.0,76.0,100.0,77.0,172.2,15.6,8.0,8.5
365,983.0,37.5,31.0,3.337,11.934,3.642,1979.0,79.0,94.5,72.5,169.2,20.6,8.0,8.75
366,1144.0,31.5,24.5,3.5,12.4709999999999,3.481,1865.0,82.5,104.0,79.0,152.0,7.0,8.0,9.5
367,1167.0,28.0,24.5,3.545,12.247189108910884,3.562,1849.0,84.0,104.0,79.5,180.4,15.9,8.0,9.5
368,649.0,35.5,30.5,3.187,11.4959999999999,3.366,2072.0,78.5,97.0,75.0,171.8,13.9,7.25,8.25
369,1431.0,32.0,26.5,3.432,12.285,3.336,1933.0,81.75,104.5,80.0,205.0,11.0,8.5,9.25
370,374.0,36.5,29.5,3.299,11.7659999999999,3.54,2006.0,78.0,95.5,73.0,201.5,26.8,8.0,9.0
371,1519.0,32.0,25.5,3.467046660117878,12.273,3.554,1882.0,79.75,102.0,77.5,199.8,20.8,8.75,10.0
372,732.0,34.0,27.5,3.688,12.092,3.448,1899.0,80.0,99.0,76.0,183.0,7.0,8.75,9.0
373,405.0,26.5,25.0,3.519,12.303,3.092,1892.0,77.5,101.5,77.5,185.0,16.5,8.0,9.0
374,785.0,32.5,26.5,3.424,12.464,3.991,1786.0,81.0,100.5,75.0,187.0,11.4,8.25,8.5
375,1250.0,37.0,26.5,3.522,12.316,3.498,1917.0,79.5,98.0,73.75,196.4,19.5,8.25,9.5
376,541.0,33.0,25.0,3.366,11.717,3.26,1988.0,80.25,100.5,77.0,198.3,7.2,9.0,10.5
377,1262.0,37.0,29.5,3.467046660117878,12.247189108910884,3.5052431640624997,2218.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
378,489.0,31.0,25.0,3.597,11.714,3.433,2086.0,65.75,52.75,40.25,93.35,5.7,4.375,4.875
379,344.0,27.0,20.0,3.425,12.235,3.524,1793.0,71.0,92.0,68.0,173.0,23.8,8.0,8.0
380,959.0,36.5,30.0,3.376,11.751,3.601,1983.0,76.25,97.5,72.0,182.0,10.3,8.0,9.0
381,402.0,28.0,25.5,3.598,11.953,3.83399999999999,1776.0,76.0,96.5,72.5,157.6,15.5,7.0,8.25
382,453.0,35.5,29.0,3.748,12.024,3.217,1949.0,77.5,94.0,76.5,192.2,5.1,8.25,9.5
383,342.0,30.0,23.0,3.643,12.805,3.586,1771.0,78.0,96.5,73.0,209.6,25.0,8.0,9.5
384,1027.0,34.0,28.0,3.24,11.782,3.22,2044.0,75.0,97.5,76.0,173.0,11.7,8.0,8.75
385,934.0,33.5,26.5,3.198,11.602,3.596,1980.0,75.5,94.0,72.0,179.1,18.7,7.5,8.75
386,556.0,27.0,25.0,3.487,12.373,3.764,1776.0,72.0,92.0,70.5,170.1,21.2,7.25,8.25
387,1474.0,32.0,24.0,3.198,12.677,3.52399999999999,2088.0,79.5,101.0,73.5,110.85,21.4,8.0,8.75
388,943.0,22.5,21.5,3.395,12.168,3.396,1815.0,80.5,100.5,76.5,185.7,17.0,8.0,9.0
389,614.0,27.0,23.5,3.801,13.1559999999999,3.935,1608.0,89.0,112.0,83.0,240.3,32.0,8.25,9.5
390,850.0,32.5,24.0,3.863,12.181,3.347,1830.0,79.75,99.0,75.0,167.5,16.6,8.5,10.0
391,1301.0,36.5,28.5,3.467046660117878,12.247189108910884,3.5052431640624997,2192.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
392,491.0,34.0,30.0,3.537,11.069,3.306,2035.0,78.5,99.0,79.0,194.5,6.8,8.0,9.0
393,883.0,31.829614604462474,24.5,3.414,12.045,3.21,1922.0,74.5,95.0,72.5,138.8,11.3,7.25,8.0
394,720.0,29.0,26.0,3.389,12.8,3.668,1822.0,76.5,95.5,73.5,174.5,13.7,7.75,8.0
395,1187.0,31.5,21.5,3.404,13.029,4.105,1667.0,76.0,96.0,73.75,176.6,22.6,8.0,8.5
396,805.0,31.5,24.0,3.3,12.52,3.47899999999999,1895.0,74.0,92.0,69.5,151.6,15.1,7.5,8.75
397,1439.0,38.0,30.5,3.165,10.5979999999999,3.136,2195.0,81.5,100.0,74.0,185.0,21.6,8.0,9.25
398,1330.0,34.5,24.0,3.418,13.104,3.596,1840.0,85.25,107.5,80.0,193.2,8.5,9.5,9.5
399,1454.0,27.5,23.0,3.602,13.4609999999999,3.70399999999999,1687.0,83.0,107.5,81.25,217.0,12.8,8.75,8.75
400,800.0,30.5,25.0,3.425,11.689,3.551,1908.0,74.75,93.5,70.5,161.8,10.4,8.0,8.5
401,612.0,40.0,26.5,3.313,12.032,3.53899999999999,1986.0,80.0,100.5,75.5,173.0,18.0,8.0,8.75
402,539.0,32.0,24.5,3.38,13.184,3.61,1823.0,76.0,94.5,71.5,205.0,9.5,8.0,9.0
403,781.0,36.0,28.0,3.388,11.219,3.40199999999999,2034.0,72.0,92.0,70.0,159.4,8.0,7.5,8.25
404,1411.0,31.5,27.5,3.576,12.505,3.875,1781.0,82.0,102.0,76.0,176.8,21.4,8.0,9.25
405,220.0,34.0,27.5,3.325,11.777,3.68,1941.0,78.0,97.5,72.5,166.0,8.4,8.0,8.5
406,875.0,31.5,26.5,3.719,12.987,3.586,1785.0,85.0,105.0,80.5,183.3,7.1,9.0,10.25
407,961.0,31.5,24.5,3.451,11.797,3.753,1854.0,75.5,95.5,71.5,143.4,16.3,7.5,8.75
408,723.0,33.5,27.5,3.256,10.927,3.387,2062.0,78.0,97.0,74.0,160.2,11.8,8.0,8.75
409,786.0,37.5,29.5,3.107,11.534,3.655,2039.0,80.0,98.0,75.0,179.2,17.7,8.5,9.5
410,1343.0,31.5,25.0,3.396,12.005,3.491,1910.0,76.0,99.5,76.0,208.0,11.7,8.25,8.5
411,1121.0,32.5,23.0,3.367,11.8,3.421,1932.0,73.0,94.5,71.5,166.0,19.9,7.5,8.0
412,634.0,31.0,27.0,3.416,13.053,3.494,1855.0,83.0,106.5,80.0,171.0,8.5,8.5,9.0
413,331.0,26.0,23.5,3.475,13.148,3.591,1746.0,83.0,107.5,80.5,261.4,18.7,8.5,9.0
414,1360.0,30.0,25.5,3.346,11.35,3.367,1976.0,77.0,99.0,76.0,181.2,21.6,7.0,8.5
415,987.0,34.0,30.0,3.239,11.9,3.492,2007.0,80.5,98.5,76.0,214.2,22.4,8.0,8.75
416,792.0,31.829614604462474,25.860157016683022,3.396,10.886,3.98199999999999,1760.0,71.0,91.5,71.25,150.0,12.3,7.25,8.5
417,1215.0,30.5,23.5,3.467046660117878,12.247189108910884,3.5052431640624997,1990.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
418,1281.0,31.829614604462474,25.860157016683022,3.22,10.964,3.449,2003.0,76.0,97.0,73.25,179.7,18.6,7.5,8.25
419,1285.0,32.5,25.0,3.71,12.198,3.401,1874.0,75.5,95.5,73.5,152.6,11.3,8.25,9.5
420,1195.0,32.0,23.5,3.386,11.889,3.517,1910.0,76.25,96.5,71.5,183.4,13.1,8.25,8.5
421,249.0,34.5,25.5,3.328,13.954,4.126,1676.0,81.75,100.5,75.0,172.5,17.5,8.5,9.0
422,1189.0,28.5,23.0,3.409,12.69,3.565,1813.0,78.5,102.5,76.5,171.0,17.7,8.5,9.0
423,296.0,31.829614604462474,25.860157016683022,3.328,12.277,3.855,1687.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
424,369.0,31.0,25.5,3.521,12.032,3.435,1898.0,75.5,100.0,76.25,179.6,6.3,8.0,8.5
425,234.0,34.0,29.5,3.467046660117878,12.247189108910884,3.5052431640624997,2180.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
426,718.0,28.0,25.5,3.385,12.109,3.383,1899.0,81.5,106.5,79.5,202.0,22.1,8.5,9.75
427,990.0,32.5,25.5,3.413,12.492,3.75,1833.0,81.0,104.0,77.0,225.0,24.6,8.75,9.75
428,384.0,30.5,24.0,3.424,12.886,3.43,1853.0,82.5,103.5,77.25,185.8,9.1,8.25,9.0
429,1457.0,36.0,29.0,3.48,12.354,4.081,1801.0,81.0,101.5,75.5,172.2,16.6,8.5,9.25
430,1240.0,32.0,27.0,3.142,12.247189108910884,3.187,2092.0,75.0,94.0,72.5,147.8,11.9,7.5,8.5
431,275.0,38.0,32.5,3.405,13.129,4.226,1779.0,82.0,101.0,77.0,205.5,26.0,8.5,9.0
432,1164.0,31.0,26.5,3.409,11.83,3.194,1976.0,72.5,95.0,73.0,170.0,6.2,7.5,8.0
433,986.0,35.5,30.5,3.171,12.077,3.207,2068.0,78.0,101.0,76.5,187.0,20.5,8.25,9.5
434,979.0,42.0,34.5,3.165,11.269,3.325,2159.0,76.5,96.0,72.5,155.6,14.3,8.0,9.0
435,746.0,31.5,25.5,3.388,11.5,3.336,1976.0,78.0,100.5,75.75,168.0,6.9,8.25,9.5
436,579.0,31.829614604462474,23.0,3.702,13.133,3.813,1604.0,81.0,99.5,73.0,217.4,30.3,8.0,9.5
437,527.0,32.0,26.0,3.387,11.542,3.548,1945.0,74.0,94.0,73.0,189.0,17.4,7.5,8.75
438,1326.0,31.829614604462474,25.0,3.424,13.9,3.589,1691.0,78.0,98.5,73.75,200.4,11.4,7.75,9.0
439,815.0,31.829614604462474,28.5,3.213,11.681,3.568,1955.0,80.5,100.5,76.0,184.0,6.7,8.75,8.75
440,655.0,28.5,24.5,3.606,11.78,3.825,1794.0,79.25,102.5,79.25,216.7,13.3,7.5,8.0
441,1444.0,31.0,25.0,3.584,12.924,3.567,1799.0,79.0,102.0,77.0,186.0,16.9,8.5,10.0
442,1462.0,37.0,26.0,3.402,12.737,3.367,1934.0,98.25,95.0,72.75,165.1,7.2,8.0,9.25
443,705.0,31.829614604462474,25.860157016683022,3.308,11.859,3.988,1677.0,85.5,105.0,77.5,183.0,21.5,8.0,9.25
444,825.0,33.0,26.5,3.638,12.314,3.483,1874.0,76.0,95.5,73.75,181.7,10.5,8.0,8.25
445,320.0,31.0,24.5,3.787,12.262,3.763,1751.0,72.0,95.5,74.0,135.9,4.0,7.5,8.0
446,639.0,35.5,30.0,3.316,12.165,3.793,1919.0,85.0,107.0,81.0,207.6,17.4,8.5,9.75
447,1243.0,33.5,26.5,3.368,11.584,3.006,2049.0,76.5,99.0,75.0,176.2,14.1,8.25,8.5
448,1311.0,31.0,27.0,3.365,12.188,3.388,1935.0,75.0,98.0,73.5,160.0,15.2,8.25,9.0
449,525.0,31.829614604462474,25.860157016683022,3.406,11.4709999999999,3.609,1842.0,81.5,102.5,76.5,199.0,20.0,8.0,8.75
450,368.0,31.5,24.5,3.267,11.443,3.45,1973.0,70.5,90.5,70.5,148.5,15.9,7.5,9.0
451,1085.0,31.0,26.0,3.592,12.722,3.647,1806.0,81.0,102.5,77.5,154.5,4.0,8.0,8.0
452,782.0,33.0,24.5,3.386,12.51,3.287,1929.0,71.5,93.5,71.25,146.4,6.7,7.75,8.5
453,340.0,31.5,25.0,3.467046660117878,11.33,3.361,1985.0,79.75,104.5,80.0,191.6,9.4,8.5,9.0
454,1458.0,31.0,25.0,3.382,11.8159999999999,3.488,1926.0,71.5,93.0,69.5,154.8,11.7,7.25,8.25
455,1114.0,25.0,20.0,3.425,12.068,4.018,1675.0,77.5,98.5,74.0,207.6,17.4,8.0,9.25
456,1021.0,31.829614604462474,27.5,3.376,12.635,3.838,1760.0,77.5,99.0,76.0,180.2,6.8,8.0,8.7
457,1079.0,30.5,25.5,3.305,11.991,3.106,1989.0,71.0,90.5,67.5,147.0,14.0,7.75,8.75
458,1382.0,33.0,26.0,3.368,11.305,3.365,2003.0,81.0,101.0,74.0,178.0,19.9,8.0,9.25
459,1365.0,30.5,24.0,3.419,11.754,3.538,1900.0,80.0,99.0,74.5,160.3,10.7,7.5,8.5
460,222.0,35.0,26.5,3.508,12.459,3.314,1935.0,79.0,97.0,75.0,177.2,21.7,8.5,9.0
461,859.0,33.0,29.0,3.541,12.487,3.359,1918.0,81.5,105.0,80.0,213.0,18.0,8.75,9.25
462,262.0,31.829614604462474,28.0,3.55,12.2259999999999,3.41,1870.0,82.0,101.5,77.0,179.6,16.5,8.25,9.5
463,700.0,36.5,28.0,3.386,11.931,3.43399999999999,1988.0,81.5,99.0,75.0,178.0,8.25,9.0,9.0
464,1491.0,36.0,27.5,3.365,12.459,3.452,1952.0,79.0,96.5,76.0,190.0,21.9,8.0,8.5
465,790.0,32.5,27.0,3.256,11.026,3.304,2056.0,74.5,93.5,72.0,159.7,13.5,7.5,8.25
466,1361.0,35.0,25.5,3.475,11.878,3.73,1886.0,76.0,97.0,75.5,157.6,11.6,7.25,8.25
467,854.0,30.0,25.5,3.756,11.878,3.153,1886.0,77.5,99.0,74.5,190.4,9.4,8.5,9.5
468,1437.0,29.0,25.860157016683022,3.388,12.869,3.855,1701.0,78.5,97.0,72.0,172.4,10.1,8.0,9.0
469,246.0,31.829614604462474,24.0,3.826,13.581,3.668,1585.0,82.75,105.0,81.0,214.0,15.2,8.5,9.0
470,238.0,31.0,25.5,3.608,12.771,3.468,1831.0,80.0,101.5,77.0,207.0,11.0,8.5,9.5
471,948.0,28.0,24.5,3.506,12.487,3.837,1748.0,77.0,98.5,74.5,191.0,22.4,8.25,9.25
472,330.0,32.0,25.5,3.318,12.403,3.503,1908.0,82.0,104.5,78.5,218.0,23.1,9.0,9.5
473,444.0,36.5,29.0,3.171,11.528,3.289,2083.0,82.5,103.0,77.25,215.0,12.7,8.5,9.0
474,849.0,35.5,27.0,3.467046660117878,12.247189108910884,3.5052431640624997,2152.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
475,1173.0,30.0,23.0,3.664,12.486,3.471,1809.0,75.0,95.5,73.5,146.2,6.9,8.5,8.5
476,1406.0,29.0,25.0,3.371,12.756,3.403,1865.0,75.0,97.0,73.5,191.0,22.8,8.5,9.0
477,820.0,34.5,25.860157016683022,3.284,11.204,3.376,2030.0,74.5,92.0,70.0,149.0,14.2,7.0,8.25
478,572.0,31.5,27.5,3.409,11.321,3.59899999999999,1952.0,73.5,91.5,70.0,154.0,18.3,7.0,8.25
479,1440.0,32.0,25.5,3.321,12.722,3.068,1961.0,79.0,107.0,80.0,189.0,18.5,8.5,10.25
480,336.0,31.829614604462474,25.860157016683022,3.465,12.445,3.548,1748.0,80.0,103.0,82.0,199.1,24.2,7.5,8.5
481,768.0,31.5,26.5,3.348,12.782,3.5,1885.0,82.0,105.0,77.0,178.0,20.4,9.0,8.0
482,487.0,32.0,26.0,3.32,13.5659999999999,3.798,1772.0,71.0,90.0,68.0,148.0,17.2,7.0,8.0
483,310.0,34.5,25.0,3.218,11.42,3.458,2009.0,75.0,95.5,74.0,159.0,13.5,7.0,8.5
484,281.0,30.5,24.5,3.467046660117878,11.67,3.518,1910.0,83.0,107.5,80.5,190.6,11.5,9.25,9.75
485,1128.0,28.0,24.0,3.516,14.3,3.485,1699.0,73.5,93.0,72.0,168.5,20.8,7.0,8.0
486,966.0,34.0,30.0,3.345,12.362,3.383,1980.0,78.0,100.0,77.0,182.5,19.8,7.25,8.75
487,1033.0,23.5,20.5,3.424,14.1109999999999,4.171,1507.0,76.5,98.0,74.75,188.6,9.4,8.5,8.5
488,737.0,29.5,25.5,3.467046660117878,12.247189108910884,3.5052431640624997,2010.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
489,1455.0,34.0,29.0,3.678,11.837,3.235,2095.0,149.0,77.5,77.5,198.5,7.6,8.0,9.25
490,1218.0,32.0,24.0,3.335,12.963,3.705,2007.0,72.0,7.5,70.0,154.6,4.9,8.0,8.0
491,309.0,28.5,22.0,3.972,13.996,3.555,1559.0,81.5,108.0,81.5,212.0,24.0,8.75,9.25
492,261.0,33.5,28.0,3.372,12.123,3.344,1973.0,77.0,100.0,76.0,188.0,18.8,8.0,8.0
493,1304.0,37.5,29.5,3.485,12.3929999999999,3.695,1905.0,76.0,96.0,73.0,163.9,14.9,7.25,8.25
494,1497.0,34.5,26.5,3.388,13.299,3.333,1901.0,80.5,100.5,74.25,195.0,13.5,8.0,9.25
495,1117.0,28.5,23.5,3.548,11.772,4.02,1738.0,80.0,102.0,79.5,198.2,18.5,8.0,9.0
496,1500.0,30.5,24.0,3.443,11.634,3.609,1888.0,77.5,97.5,76.0,154.7,12.0,7.25,8.0
497,669.0,31.0,25.5,3.473,11.683,3.29,1947.0,72.5,93.0,70.0,172.0,9.5,7.5,8.25
498,210.0,30.0,25.0,3.404,12.692,3.402,1876.0,77.75,96.0,71.0,170.0,17.3,8.0,9.25
499,341.0,31.5,27.0,3.588,12.51,3.438,1872.0,81.25,105.0,79.5,202.6,8.2,8.0,9.0
500,441.0,35.5,32.0,3.319,12.155,3.48,1997.0,83.0,104.5,77.0,161.5,9.8,8.0,9.25
501,397.0,32.0,27.5,3.372,12.636,3.5052431640624997,1946.0,78.25,97.0,72.5,166.5,20.2,8.0,8.5
502,472.0,33.5,28.0,3.458,11.761,3.393,1974.0,82.5,103.0,77.0,215.4,21.4,8.0,9.25
503,302.0,38.5,32.0,3.065,10.794,3.346,2179.0,75.0,93.5,72.0,161.6,11.7,7.5,8.5
504,928.0,29.0,23.0,3.282,13.081,3.497,1831.0,77.0,102.0,77.5,175.0,15.0,8.25,8.75
505,270.0,33.0,24.5,3.325,11.244,3.203,2029.0,74.0,92.0,70.5,164.4,17.1,7.5,8.25
506,497.0,30.5,25.0,3.415,11.716,3.099,1981.0,72.5,92.0,70.0,122.0,6.4,8.0,8.5
507,437.0,25.0,21.0,3.757,14.775,3.448,1571.0,77.5,96.0,73.5,143.8,19.3,7.75,8.0
508,356.0,36.0,31.5,3.358,12.034,3.212,2043.0,75.75,94.0,73.5,169.4,7.9,8.0,8.5
509,659.0,27.5,22.5,3.467046660117878,12.247189108910884,3.5052431640624997,1892.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
510,208.0,33.0,28.0,3.361,11.702,3.083,2038.0,76.0,97.5,74.5,182.0,7.9,8.0,8.5
511,436.0,31.0,24.5,6.313,12.2229999999999,3.528,1537.0,83.5,106.5,79.0,205.0,22.1,8.0,9.5
512,1139.0,30.5,24.5,3.369,12.861,3.442,1862.0,82.5,104.5,77.0,180.8,13.9,8.5,9.25
513,1453.0,26.0,22.5,3.764,12.635,3.71199999999999,1684.0,81.0,102.0,78.0,214.0,29.3,8.0,9.25
514,666.0,30.0,23.5,3.653,12.048,3.716,1789.0,76.5,98.0,74.0,168.6,13.7,7.75,8.5
515,511.0,35.5,25.5,3.401,12.0,3.598,1922.0,71.0,88.5,67.0,150.0,20.7,7.5,7.5
516,419.0,29.5,27.0,3.797,12.247189108910884,3.573,1820.0,81.0,101.0,76.5,208.2,24.4,8.5,8.5
517,993.0,36.0,29.0,3.083,12.276,3.437,2034.0,79.0,99.5,76.0,183.0,7.0,9.0,9.5
518,1470.0,32.0,25.0,3.669,12.299,3.486,1848.0,75.0,95.5,74.75,184.3,8.6,8.0,9.0
519,813.0,23.5,18.0,4.06,13.835,3.484,1511.0,78.0,97.0,73.5,242.4,21.7,8.0,8.25
520,1213.0,32.0,24.5,3.556,12.536,3.192,1901.0,79.0,101.0,76.5,179.5,7.2,8.0,9.0
521,1061.0,29.0,25.860157016683022,3.338,11.363,3.804,1839.0,76.5,95.5,71.5,155.6,16.0,8.5,8.5
522,721.0,32.0,25.0,3.388,12.338,3.558,1888.0,81.0,102.5,74.25,170.6,7.5,8.25,9.0
523,1083.0,33.5,30.0,3.519,12.142,3.909,1840.0,85.0,104.5,78.0,202.7,15.7,8.0,9.25
524,1520.0,35.0,27.5,3.401,11.992,3.243,1998.0,74.0,94.5,71.5,168.0,14.6,8.5,9.0
525,392.0,34.5,30.5,3.424,11.813,3.337,2007.0,83.0,104.5,79.5,200.0,18.3,8.75,10.0
526,1050.0,31.829614604462474,24.5,3.586,11.593,3.583,1831.0,79.0,100.5,78.25,172.2,11.6,7.25,8.25
527,217.0,29.5,23.0,3.672,12.684,3.939,1684.0,79.5,103.5,80.5,230.2,13.3,8.0,9.0
528,343.0,25.5,22.5,4.096,12.864,3.842,1553.0,84.5,111.0,83.0,200.7,12.1,9.0,11.0
529,1078.0,32.5,28.0,3.546,12.247189108910884,3.441,1956.0,80.5,101.5,76.5,184.2,17.6,8.0,9.25
530,500.0,22.0,16.0,4.062,12.105,3.412,1591.0,78.0,101.0,77.5,178.7,19.1,7.5,8.25
531,728.0,31.5,23.5,3.483,12.0,3.699,1842.0,80.0,100.5,77.5,172.6,15.6,8.0,8.75
532,258.0,28.0,26.0,3.869,12.247189108910884,3.669,1847.0,82.25,105.5,80.0,193.9,8.7,8.25,8.75
533,1040.0,31.5,27.5,3.461,12.181,3.798,1842.0,83.0,104.5,78.5,215.1,18.2,8.25,9.5
534,1475.0,19.0,18.0,3.425,12.247189108910884,3.846,1592.0,85.0,107.0,80.75,223.2,14.6,9.0,10.25
535,1211.0,33.5,28.5,3.376,11.339,3.546,1991.0,80.5,100.5,75.0,166.6,7.0,8.0,8.25
536,1056.0,29.0,24.5,3.691,11.388,3.889,1808.0,80.0,100.5,77.5,200.9,22.4,7.5,8.75
537,1472.0,29.5,21.0,3.806,13.072,3.848,1626.0,80.0,99.5,73.5,145.0,13.0,7.5,7.5
538,1430.0,31.5,26.0,3.353,13.311,3.714,1803.0,84.75,108.0,79.75,198.5,20.3,8.75,9.75
539,1438.0,31.0,21.5,3.512,12.276,3.514,1828.0,73.25,91.0,68.0,152.5,14.9,7.75,8.25
540,1054.0,34.5,27.5,3.562,12.694,3.714,1837.0,78.25,100.0,75.5,183.4,14.8,8.25,9.0
541,440.0,32.0,26.0,3.28,11.244,3.295,2026.0,77.0,97.5,74.5,193.2,20.3,7.5,8.25
542,1100.0,35.0,30.0,3.291,12.162,3.38,2006.0,78.0,99.0,76.0,179.0,10.4,8.0,9.0
543,794.0,30.5,25.5,3.574,12.145,3.464,1872.0,83.0,102.5,77.0,167.7,17.6,8.0,9.25
544,969.0,31.829614604462474,25.860157016683022,3.287,12.311,3.627,1788.0,71.0,92.0,72.5,148.8,11.2,7.0,8.5
545,1284.0,29.5,24.5,3.504,11.216,3.368,1942.0,74.0,92.0,72.0,138.9,9.1,7.0,8.25
546,927.0,37.5,32.0,3.22,11.28,3.50399999999999,2070.0,81.0,101.5,78.0,206.0,18.4,7.0,8.25
547,1179.0,31.829614604462474,25.860157016683022,3.467046660117878,12.247189108910884,3.505,1735.0,73.0,94.0,72.0,171.0,17.7,8.0,8.75
548,823.0,31.829614604462474,17.0,3.461,11.785,3.485,1758.0,79.0,99.5,75.5,191.0,16.0,7.0,8.25
549,1310.0,26.0,22.0,3.548,11.931,3.474,1808.0,71.0,93.5,70.0,179.0,18.9,7.25,8.25
550,896.0,34.5,26.5,3.639,12.119,3.49,1897.0,78.75,103.0,78.5,170.8,4.0,8.0,9.0
551,442.0,30.5,23.5,3.712,12.247189108910884,3.32,1957.0,80.25,102.0,77.75,194.0,10.4,8.0,8.5
552,665.0,31.829614604462474,23.5,3.388,12.0759999999999,3.389,1879.0,74.5,96.5,73.5,158.2,6.5,7.5,8.0
553,1426.0,30.5,24.0,3.488,12.383,3.126,1914.0,81.0,103.0,78.5,205.0,23.3,8.75,9.0
554,598.0,31.829614604462474,26.0,3.352,11.387,3.506,1938.0,80.0,99.5,76.5,185.0,20.3,8.0,9.5
555,1238.0,33.5,27.0,3.613,13.168,3.421,1840.0,79.5,101.0,76.25,214.0,13.4,8.75,10.0
556,863.0,32.0,30.0,3.44,12.235,3.561,1922.0,84.5,102.5,77.0,232.5,27.8,8.0,9.5
557,284.0,30.5,24.5,3.424,11.084,3.61,1932.0,76.75,97.5,74.5,162.0,11.7,8.5,9.5
558,809.0,29.0,26.0,3.202,11.02,3.442,2062.0,75.5,95.5,73.5,174.6,7.4,7.5,9.5
559,1244.0,33.5,27.0,3.158,11.708,3.182,2059.0,75.5,97.0,74.0,178.0,14.9,8.25,9.75
560,482.0,30.5,25.0,3.467046660117878,12.247189108910884,3.5052431640624997,2020.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
561,1090.0,31.0,24.0,3.376,12.247,3.77399999999999,1829.0,73.75,94.5,72.75,171.2,7.8,7.5,8.25
562,767.0,34.0,27.0,3.717,13.018,3.777,1762.0,77.0,97.5,73.5,154.8,6.0,8.25,8.5
563,1007.0,33.5,29.5,3.897,11.714,3.065,1949.0,80.0,99.0,76.5,173.1,4.0,8.5,10.0
564,909.0,30.0,23.5,3.386,12.424,3.475,1871.0,80.5,103.0,78.75,211.0,11.1,8.75,9.0
565,1111.0,34.5,26.5,3.193,11.918,3.446,2000.0,73.0,92.5,72.0,158.0,10.3,8.0,8.0
566,535.0,39.0,33.0,3.314,12.156,3.286,2055.0,72.0,94.0,71.5,148.0,14.1,8.0,8.25
567,1202.0,33.5,29.5,3.372,12.272,3.4,1967.0,78.5,101.0,76.5,172.0,14.0,8.0,9.0
568,1468.0,33.5,29.5,3.424,12.288,3.47,1949.0,79.5,99.5,75.5,182.2,9.5,8.5,9.0
569,692.0,33.0,28.0,3.347,12.082,3.08,2020.0,77.0,97.5,74.0,205.0,19.5,8.25,9.25
570,473.0,31.0,28.0,3.395,12.369,3.391,1931.0,82.0,102.0,77.0,219.1,24.6,8.0,9.5
571,399.0,33.5,30.5,3.273,11.866,4.326,1836.0,82.5,102.5,77.0,162.7,12.2,7.5,8.25
572,1367.0,27.5,23.0,3.643,12.894,3.62,1737.0,82.0,101.0,77.5,217.0,20.1,8.5,10.0
