,bamid,approach_vertical,vertical_jump,3/4_court_sprint,4-way_agility,reaction_shuttle,bamscore,wingspan,reach,height,weight,body_comp,hand_length,hand_width
573,418.0,30.0,22.5,3.541,12.217,3.703,1792.0,77.0,101.5,74.0,157.75,6.5,8.0,8.0
574,478.0,26.0,21.0,3.826,13.099,4.244,1510.0,80.0,99.0,76.5,213.7,27.4,7.25,8.25
575,263.0,34.5,27.5,3.189,10.9279999999999,3.266,2103.0,76.5,97.5,75.5,179.5,16.0,7.25,8.25
576,627.0,31.0,25.0,3.732,12.707,3.755,1743.0,84.75,107.0,80.0,243.0,23.6,8.5,9.75
577,553.0,36.5,30.0,3.311,11.552,3.169,2079.0,82.0,105.0,80.0,195.0,9.2,8.25,10.0
578,915.0,35.0,27.5,3.428,11.52,3.71199999999999,1937.0,27.0,95.5,71.25,170.4,7.25,7.25,8.0
579,1023.0,30.0,23.0,3.668,12.937,3.603,1756.0,83.0,106.0,79.0,204.0,11.3,9.0,10.0
580,925.0,33.5,27.0,3.565,12.0059999999999,3.354,1936.0,75.25,98.0,75.0,173.2,7.1,8.0,9.5
581,479.0,31.829614604462474,25.860157016683022,3.376,11.8009999999999,3.597,1823.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
582,902.0,32.0,27.5,3.553,12.289,3.488,1892.0,82.25,105.0,77.0,185.4,19.5,8.5,9.0
583,352.0,29.5,26.5,3.444,11.93,3.012,1981.0,83.5,104.5,79.5,200.0,19.9,9.25,10.25
584,1295.0,34.5,28.0,3.249,11.41,3.346,2048.0,72.5,93.5,72.5,162.8,15.8,7.0,8.25
585,931.0,32.0,27.0,3.424,12.39,3.412,1921.0,73.0,92.0,69.75,148.8,11.9,7.5,8.0
586,891.0,35.5,22.5,3.401,12.562,3.852,1770.0,79.75,100.0,77.0,188.5,19.2,7.75,8.25
587,316.0,31.829614604462474,21.0,3.703,12.889,3.96199999999999,1542.0,76.0,91.0,67.5,161.7,20.6,7.5,8.75
588,846.0,29.5,24.5,3.304,11.834,3.509,1918.0,76.5,98.0,75.0,177.5,7.4,8.0,9.0
589,454.0,31.829614604462474,25.0,3.613,12.37,3.739,1728.0,77.5,98.5,74.0,159.4,7.1,8.5,9.0
590,407.0,31.829614604462474,25.860157016683022,3.219,11.735,3.605,1870.0,74.5,94.0,72.0,175.5,18.8,7.5,8.5
591,1230.0,29.0,25.0,3.596,12.3009999999999,4.031,1710.0,80.0,100.5,77.25,174.8,21.8,7.75,8.25
592,557.0,31.0,25.0,3.388,12.455,3.461,1891.0,77.25,98.5,75.25,168.4,7.3,7.75,8.75
593,613.0,31.829614604462474,25.860157016683022,3.464,11.71,3.4,1865.0,78.0,95.5,72.0,168.0,18.8,7.5,8.25
594,711.0,29.5,24.5,3.47,11.998,3.423,1893.0,77.0,100.5,75.75,215.0,13.0,8.5,9.5
595,840.0,31.5,24.5,3.537,12.225,3.269,1902.0,73.5,94.5,73.0,175.0,18.3,8.0,8.25
596,1005.0,29.0,24.5,3.557,14.107,3.888,1627.0,80.5,104.0,79.0,186.8,21.5,8.0,9.0
597,1064.0,31.0,23.0,3.538,12.119,3.356,1883.0,76.5,97.5,74.5,194.5,21.2,8.0,9.0
598,1248.0,33.5,27.5,3.41,12.113,3.561,1928.0,80.0,99.5,74.5,203.8,25.5,7.25,8.5
599,773.0,29.0,25.0,3.344,12.149,3.076,1962.0,76.0,96.5,72.0,166.0,15.7,8.75,9.5
600,788.0,29.0,23.5,3.445,12.447,3.348,1866.0,76.0,100.5,77.0,174.0,8.1,8.0,8.5
601,1004.0,36.0,26.5,3.327,11.0659999999999,3.411,2042.0,76.0,95.0,73.0,173.8,17.8,7.5,8.75
602,1364.0,28.5,26.0,3.532,12.588,4.099,1693.0,83.5,105.0,79.5,190.9,6.4,8.5,9.0
603,584.0,31.5,25.5,3.565,12.752,3.417,1855.0,83.0,102.5,76.5,169.3,19.6,8.0,9.25
604,1345.0,37.0,30.5,3.333,11.4829999999999,3.585,2014.0,77.0,95.0,73.0,156.9,7.6,7.25,8.25
605,690.0,29.0,23.0,3.466,11.442,3.123,1955.0,77.5,100.5,77.0,195.0,15.1,8.5,9.5
606,463.0,35.0,29.5,3.407,11.357,3.445,2022.0,81.0,101.5,78.5,223.2,24.9,8.0,8.75
607,403.0,37.5,31.5,3.346,10.359,3.473,2127.0,79.0,96.5,71.5,173.2,19.8,7.5,8.75
608,616.0,31.5,24.5,3.388,11.446,3.54699999999999,1934.0,77.25,97.0,72.25,149.0,7.8,8.25,8.5
609,308.0,30.0,24.0,3.554,12.549,3.045,1907.0,82.75,102.0,78.0,203.0,9.1,8.0,9.0
610,712.0,31.0,23.0,3.386,12.648,3.425,1870.0,78.0,99.0,75.5,156.0,6.2,8.5,9.25
611,1349.0,32.5,27.0,3.291,11.95,3.268,1996.0,79.0,102.5,77.5,186.0,18.0,8.5,9.5
612,647.0,33.0,29.5,3.207,11.515,3.43399999999999,2033.0,80.0,99.5,75.0,173.2,17.7,7.5,8.5
613,772.0,28.0,22.0,3.538,13.24,3.381,1766.0,81.5,105.5,79.0,203.0,23.2,8.5,9.5
614,907.0,33.0,26.0,3.39,11.726,2.914,2044.0,77.5,97.5,72.0,176.6,10.5,8.25,9.25
615,1340.0,28.5,24.0,3.592,11.847,3.46199999999999,1858.0,80.0,102.5,78.5,215.3,25.4,8.0,8.75
616,1059.0,24.5,22.5,3.467046660117878,12.247189108910884,3.5052431640624997,1838.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
617,1022.0,32.5,25.5,3.584,13.142,3.516,1811.0,81.5,104.5,79.0,226.2,12.5,8.5,8.75
618,918.0,28.0,22.5,3.991,12.828,3.67,1647.0,83.0,105.5,80.75,182.5,6.3,8.5,9.5
619,523.0,28.5,22.5,3.439,12.851,3.472,1808.0,71.5,91.5,69.5,162.0,15.1,7.5,8.75
620,536.0,23.5,18.0,4.062,14.478,3.99,1343.0,83.0,106.0,79.5,272.9,23.3,9.25,8.0
621,528.0,25.5,21.0,3.744,13.447,4.098,1543.0,76.0,99.0,74.0,176.4,11.9,8.0,8.5
622,1142.0,32.5,27.5,3.389,11.7329999999999,3.59,1942.0,80.0,99.5,76.0,185.3,20.9,8.0,9.0
623,1107.0,33.0,26.0,3.411,11.679,4.105,1805.0,77.5,96.0,73.5,176.0,16.2,8.5,9.0
624,1105.0,29.5,26.5,3.489,13.598,3.723,1742.0,84.0,106.5,81.0,211.5,27.5,8.5,9.0
625,1279.0,31.5,26.5,3.355,12.898,3.456,1883.0,79.0,102.5,78.5,227.0,24.7,8.5,9.5
626,1161.0,32.0,33.0,3.424,11.758,3.614,1957.0,70.0,92.5,71.25,152.8,10.8,7.5,8.25
627,254.0,31.0,24.0,3.406,11.615,3.357,1946.0,77.5,97.0,74.0,165.2,9.4,8.5,9.5
628,239.0,36.5,31.5,3.161,12.522,3.222,2049.0,78.0,97.5,72.0,176.0,18.4,8.5,10.0
629,1029.0,34.0,26.0,3.323,11.367,3.273,2027.0,72.0,94.0,70.5,142.0,11.6,8.0,9.0
630,259.0,35.5,26.0,3.425,12.003,3.502,1945.0,75.0,96.5,73.0,170.2,8.9,8.0,9.25
631,1036.0,38.0,29.0,3.2,11.114,3.397,2093.0,78.0,96.0,74.0,172.6,13.6,7.5,8.75
632,1435.0,35.5,30.5,3.321,12.924,3.649,1908.0,78.0,98.5,74.0,172.0,14.7,8.5,8.0
633,1506.0,36.0,29.0,3.481,12.513,3.941,1978.0,73.0,92.0,71.5,168.2,11.7,8.0,9.0
634,269.0,31.829614604462474,21.0,3.795,12.34,4.667,1456.0,72.0,93.5,69.5,138.0,8.9,8.0,8.75
635,1388.0,31.829614604462474,25.860157016683022,3.579,11.876,3.371,1817.0,77.0,102.0,77.5,165.6,12.1,7.5,8.75
636,1373.0,33.5,26.0,3.3,12.728,3.463,1915.0,73.0,91.0,68.5,167.0,12.6,8.25,9.0
637,972.0,29.0,22.0,3.382,12.859,3.855,1732.0,73.0,94.5,70.0,185.6,13.1,8.0,9.0
638,729.0,32.5,26.5,3.462,12.126,3.181,1961.0,82.0,101.0,74.0,203.4,23.4,8.25,9.75
639,1481.0,29.0,22.0,3.712,12.464,3.296,1797.0,81.5,106.0,79.0,214.0,15.3,8.5,10.25
640,492.0,35.5,24.0,3.449,12.079,3.214,1968.0,73.5,92.0,69.0,139.2,6.3,8.0,8.0
641,1115.0,31.0,25.5,3.424,13.722,3.453,1806.0,86.0,105.0,79.75,200.0,14.3,9.0,10.0
642,218.0,36.5,30.0,3.288,12.914,3.428,1963.0,74.5,94.5,72.5,162.2,12.4,7.5,9.0
643,1498.0,31.5,25.5,3.492,12.408,3.325,1899.0,84.5,108.5,80.5,197.0,22.7,9.5,10.5
644,641.0,30.0,23.0,3.388,12.609,3.371,1873.0,81.75,105.0,78.5,204.8,10.8,8.0,9.0
645,1122.0,31.5,29.5,3.355,12.285,3.446,1945.0,81.5,108.5,81.5,195.0,18.8,8.5,10.0
646,838.0,34.5,28.0,3.671,12.105,3.624,1928.0,78.25,98.0,75.0,175.2,5.5,8.0,9.5
647,978.0,29.0,24.5,3.334,12.051,3.27,1933.0,75.0,95.0,71.0,164.0,16.8,8.0,8.876189296333004
648,1286.0,33.5,27.0,2.95,10.719,3.30899999999999,2162.0,76.0,96.5,72.5,158.7,16.2,7.5,8.25
649,378.0,32.5,25.5,3.368,12.645,3.49399999999999,1894.0,80.5,101.5,76.0,200.5,17.8,7.5,8.25
650,300.0,36.0,30.5,3.296,12.316,3.644,1953.0,77.0,97.5,73.0,164.0,13.9,8.5,9.25
651,870.0,31.829614604462474,25.860157016683022,3.338,12.2209999999999,3.636,1778.0,85.5,106.5,82.0,232.1,27.1,8.25,9.5
652,1223.0,34.0,25.0,3.388,11.3129999999999,3.463,1983.0,77.0,100.5,76.5,185.6,8.7,8.0,9.0
653,1120.0,28.5,25.0,3.467046660117878,12.247189108910884,3.5052431640624997,1980.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
654,1346.0,30.5,26.0,3.2125,12.807,6.75899999999999,2095.0,70.0,90.0,69.5,151.2,13.9,7.75,8.5
655,1503.0,32.0,24.5,3.307,11.691,3.219,1992.0,79.0,101.5,75.0,167.0,16.2,8.5,9.0
656,667.0,39.5,27.0,3.467046660117878,11.981,3.314,2032.0,78.0,98.5,74.0,163.8,8.4,8.0,8.5
657,663.0,35.0,28.0,3.339,12.372,3.542,1944.0,80.0,101.5,75.25,174.0,8.7,8.0,8.0
658,938.0,32.0,25.0,3.401,12.366,4.105,1702.0,83.5,104.5,78.25,202.0,26.7,8.75,9.0
659,704.0,33.5,26.5,3.265,11.671,3.506,1981.0,77.0,95.0,72.5,170.2,18.5,7.25,8.0
660,467.0,29.5,24.0,3.424,12.247189108910884,3.404,1925.0,80.0,100.5,76.0,177.8,7.8,8.25,9.0
661,325.0,28.5,24.5,3.398,12.876,3.445,1838.0,77.5,99.0,74.5,161.0,11.3,8.25,9.25
662,1118.0,31.5,24.5,3.504,11.746,4.051,1773.0,79.0,100.0,77.0,180.4,15.6,8.0,9.5
663,592.0,26.0,25.0,3.327,12.475,3.512,1848.0,88.0,110.0,82.5,225.8,25.6,9.0,9.75
664,412.0,34.0,29.0,3.386,12.882,3.49899999999999,1937.0,79.0,101.5,75.5,184.6,8.7,8.5,8.5
665,652.0,26.0,21.0,3.871,13.032,3.392,1658.0,87.5,109.5,81.0,244.0,29.9,9.5,10.5
666,1451.0,32.0,26.5,3.199,11.383,3.415,2014.0,77.5,97.0,74.0,172.3,16.1,7.25,8.0
667,424.0,31.0,26.5,3.581,13.191,3.495,1809.0,74.0,95.0,73.0,197.4,11.9,8.0,8.25
668,626.0,33.5,26.0,3.572,12.622,3.405,1882.0,72.25,93.0,71.0,164.5,8.2,7.5,9.0
669,1052.0,31.0,27.0,3.443,12.377,3.516,1886.0,78.5,103.0,78.5,171.0,8.7,8.0,9.25
670,1020.0,30.0,26.5,4.091,12.965,3.742,1648.0,83.25,105.5,78.5,219.0,14.8,8.75,9.75
671,1494.0,31.5,28.0,3.433,11.499,3.222,2001.0,82.0,104.5,79.0,193.0,11.0,9.0,9.5
672,240.0,26.5,22.0,3.637,11.055,2.961,1935.0,78.0,98.0,74.5,190.0,13.7,8.5,9.75
673,272.0,32.5,27.0,3.148,12.674,3.23,1990.0,82.0,101.5,75.5,174.0,18.9,9.0,9.0
674,688.0,31.829614604462474,29.0,3.352,13.165,3.597,1812.0,78.0,100.0,75.0,191.0,20.0,7.25,8.75
675,741.0,32.5,26.0,3.382,11.661,3.426,1965.0,76.0,97.0,72.75,173.8,7.8,8.25,8.75
676,360.0,31.5,23.5,3.467046660117878,12.247189108910884,3.5052431640624997,2010.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
677,247.0,26.0,23.0,3.424,13.2809999999999,3.606,1746.0,81.5,106.0,81.25,235.0,15.3,8.0,9.0
678,611.0,34.5,27.5,3.192,11.948,3.119,2060.0,80.5,103.5,79.0,162.0,13.1,8.0,9.0
679,1099.0,26.5,21.5,3.459,13.472,3.23,1768.0,78.5,100.5,75.5,216.0,13.3,8.0,9.25
680,971.0,34.0,30.0,3.375,12.922,3.322,1948.0,83.0,104.0,77.0,237.0,29.4,9.0,9.75
681,873.0,33.0,27.0,3.283,12.41,3.368,1959.0,78.0,96.5,78.5,162.0,17.8,7.25,8.0
682,650.0,31.0,25.5,3.467046660117878,12.247189108910884,3.5052431640624997,2040.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
683,995.0,33.0,23.5,3.554,12.809,3.441,1845.0,83.5,102.0,76.0,195.6,10.9,8.75,9.5
684,363.0,35.0,38.0,3.447,11.613,3.425,2048.0,77.5,97.5,73.75,163.0,16.4,8.5,8.5
685,1320.0,31.829614604462474,25.860157016683022,3.575,12.197,3.708,1677.0,81.5,102.5,77.0,167.0,17.3,8.0,9.25
686,538.0,32.5,26.5,3.468,13.308,3.213,1883.0,79.0,100.0,75.0,181.0,8.5,8.0,8.25
687,245.0,29.0,24.5,3.461,12.5159999999999,3.799,1778.0,84.5,108.0,82.5,194.6,19.7,8.0,9.25
688,1042.0,33.5,27.5,3.376,12.069,3.457,1957.0,74.0,97.0,73.25,168.4,6.6,7.5,8.0
689,783.0,31.5,25.860157016683022,3.376,12.574,3.541,1841.0,75.5,97.5,75.25,146.2,6.0,8.0,8.5
690,1428.0,27.0,21.5,3.326,13.281,3.552,1758.0,77.25,99.0,76.0,156.8,6.6,8.25,9.25
691,953.0,32.5,23.0,3.425,12.52,3.84899999999999,1789.0,67.5,84.0,64.5,150.6,9.6,7.0,8.0
692,949.0,32.5,25.0,3.489,12.266,3.164,1939.0,76.0,96.5,73.0,186.0,17.8,8.0,9.0
693,587.0,30.5,25.0,3.523,12.073,3.162,1928.0,81.0,106.5,79.0,172.0,16.1,9.0,9.5
694,606.0,35.0,29.5,3.335,11.522,2.957,2102.0,79.5,99.5,74.5,163.4,7.6,8.5,9.25
695,642.0,34.5,26.5,3.366,11.747,3.41899999999999,1984.0,78.5,99.0,74.5,162.9,6.3,7.5,8.25
696,976.0,35.0,28.5,3.467046660117878,12.247189108910884,3.5052431640624997,2178.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
697,354.0,31.5,26.0,3.5,12.06,3.341,1924.0,82.0,100.5,76.5,173.2,12.3,8.0,9.25
698,547.0,29.5,23.5,3.496,12.704,3.419,1832.0,82.0,104.0,77.0,216.0,9.0,9.0,9.5
699,608.0,31.0,23.5,3.358,11.96,3.251,1944.0,73.0,94.5,72.0,160.0,6.2,8.25,8.75
700,984.0,37.5,27.5,3.386,12.247189108910884,3.76899999999999,1939.0,82.5,102.0,76.25,183.8,8.2,8.5,9.5
701,1487.0,31.0,25.0,3.351,11.64,3.384,1958.0,83.0,105.0,79.0,188.4,19.2,8.5,9.75
702,1471.0,30.0,24.5,3.376,12.8009999999999,3.601,1834.0,72.5,95.0,73.5,177.6,10.5,7.5,8.5
703,1308.0,36.5,31.5,3.369,12.247189108910884,3.393,2068.0,81.5,103.0,79.5,194.7,20.0,7.5,8.25
704,775.0,32.0,23.0,3.363,12.182,3.773,1835.0,79.5,101.0,76.0,182.3,19.8,7.0,8.0
705,1030.0,37.5,33.0,3.344,11.449,3.26,2085.0,75.75,97.5,74.5,165.3,6.8,7.5,7.5
706,1031.0,37.0,32.5,3.389,11.817,3.553,2000.0,77.0,95.0,72.5,157.5,12.6,8.0,9.0
707,1272.0,31.5,25.5,3.428,12.279,3.91,1794.0,83.5,105.5,76.5,213.0,24.3,9.0,10.0
708,597.0,27.5,23.0,3.966,13.358,3.779,1593.0,80.5,105.5,81.5,205.9,10.9,8.5,9.0
709,1378.0,42.0,36.5,3.553,12.701,3.528,1974.0,72.5,79.0,71.5,178.9,12.4,7.5,7.0
710,379.0,35.5,29.0,3.269,10.777,2.963,2165.0,74.0,94.0,71.5,166.0,10.2,8.25,9.5
711,470.0,39.0,30.5,3.247,11.537,3.394,2135.0,75.5,97.5,75.5,172.0,7.0,8.0,8.5
712,981.0,29.0,27.5,3.469,12.152,3.506,1929.0,84.0,105.0,83.0,196.0,10.3,8.25,8.75
713,645.0,32.5,26.0,3.333,12.116,3.65,1903.0,73.5,92.5,71.5,179.0,21.5,8.0,9.0
714,233.0,32.0,25.0,3.357,11.677,3.009,2022.0,77.5,97.0,75.5,186.6,6.6,7.5,8.0
715,914.0,30.5,27.5,3.43,12.919,3.353,1890.0,80.5,103.0,79.0,168.1,4.0,8.0,8.5
716,1377.0,30.0,24.0,3.491,12.219,3.498,1857.0,72.5,92.5,70.0,134.6,6.2,8.0,8.25
717,573.0,35.5,30.5,3.223,12.666,3.67,1938.0,80.0,100.5,77.5,190.5,14.9,8.0,9.0
718,958.0,33.5,24.5,3.55,11.855,3.536,1896.0,84.0,106.0,79.0,196.5,21.9,8.5,9.75
719,1063.0,40.5,31.0,3.162,11.898,3.47,2070.0,76.0,94.0,71.5,171.1,16.5,7.0,8.5
720,1271.0,28.0,24.0,3.625,12.235,3.304,1846.0,75.5,98.5,75.0,150.0,12.5,8.75,9.5
721,495.0,31.829614604462474,25.860157016683022,3.324,11.885,3.22899999999999,1938.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
722,306.0,37.0,29.5,3.467046660117878,12.069,3.526,2073.0,80.5,101.0,75.5,185.9,8.0,8.25,9.5
723,673.0,31.5,25.0,3.576,12.997,3.42,1827.0,73.5,92.5,70.5,134.0,8.6,8.0,9.0
724,808.0,28.0,21.5,3.647,12.364,3.285,1805.0,77.0,100.0,75.0,196.0,14.3,8.25,9.0
725,1263.0,32.0,24.5,3.485,12.258,3.699,1839.0,78.0,100.0,77.5,185.1,17.3,8.0,8.75
726,314.0,34.0,27.0,3.249,12.109,3.034,2046.0,72.5,95.5,73.5,168.4,6.9,8.5,9.0
727,1066.0,30.0,22.0,3.488,13.335,3.555,1754.0,68.0,87.5,67.0,129.0,7.3,7.0,8.0
728,839.0,29.5,25.5,3.256,11.767,3.521,1935.0,74.5,95.5,73.5,157.0,7.0,8.0,8.0
729,253.0,24.5,20.5,3.601,12.675,4.141,1578.0,80.0,103.0,79.0,200.3,26.3,7.5,8.5
730,1049.0,35.0,28.0,3.261,11.585,3.25,2053.0,75.0,96.0,74.0,158.0,12.3,8.25,9.25
731,294.0,32.5,26.5,3.562,12.689,3.558,1848.0,77.0,96.5,71.5,172.6,15.7,8.0,8.5
732,376.0,31.0,24.5,3.447,11.0279999999999,3.37,1979.0,79.0,100.5,78.0,198.2,19.9,8.5,9.75
733,327.0,38.0,27.5,3.278,12.157,3.537,1978.0,80.5,99.5,77.5,245.8,29.2,8.0,9.5
734,358.0,34.0,27.5,3.355,11.366,3.478,2002.0,81.5,101.5,77.5,196.0,8.5,9.0,9.5
735,372.0,33.5,28.0,3.547,12.367,3.507,1895.0,74.5,96.0,73.0,162.0,21.1,8.0,8.75
736,1421.0,29.5,23.5,3.459,12.397,3.779,1782.0,76.5,100.0,75.5,214.0,25.2,8.25,9.75
737,1513.0,31.5,25.0,3.223,11.68,3.291,1997.0,77.0,99.0,75.5,190.5,18.7,8.0,8.5
738,684.0,28.5,21.0,3.359,12.813,3.355,1829.0,82.0,107.0,82.0,217.2,23.1,8.5,8.75
739,518.0,31.5,26.5,3.262,11.234,3.555,1984.0,77.0,96.5,74.0,166.8,15.9,7.5,8.75
740,921.0,30.5,27.0,3.295,11.684,3.531,1950.0,76.0,96.0,70.5,153.4,15.3,8.0,9.0
741,1212.0,27.5,22.5,3.421,12.782,3.852,1723.0,70.5,92.5,72.0,166.0,17.3,7.0,8.0
742,747.0,28.5,27.5,3.444,12.211,3.226,1929.0,75.5,98.5,74.0,175.0,8.5,8.25,9.25
743,322.0,34.0,28.5,3.576,11.13,3.514,1977.0,81.0,102.0,78.25,189.6,18.8,8.0,8.75
744,1393.0,31.5,24.0,3.554,12.294,6.094,1558.0,81.5,105.0,78.5,205.0,26.0,8.25,9.5
745,293.0,39.5,32.5,3.171,11.778,3.023,2148.0,76.5,96.5,73.5,166.0,6.6,8.5,9.25
746,1192.0,26.5,19.0,3.596,12.501,3.565,1725.0,78.25,103.0,78.0,214.8,12.4,7.5,8.5
747,1287.0,33.5,30.5,3.33,12.993,4.129,1775.0,82.0,101.0,75.0,208.3,23.8,7.0,8.25
748,1309.0,38.5,31.0,3.041,12.04,3.365,2095.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
749,912.0,31.0,23.5,3.545,12.658,3.746,1775.0,80.5,100.0,76.0,185.0,17.8,8.5,8.75
750,996.0,31.829614604462474,28.5,3.411,11.657,3.719,1871.0,71.0,89.5,69.0,171.0,17.3,8.0,9.0
751,941.0,32.0,27.5,3.461,11.779,3.375,1959.0,78.0,96.5,72.5,193.8,21.0,7.0,8.5
752,674.0,27.0,22.5,3.773,13.129,3.955,1599.0,86.5,107.5,80.0,213.0,12.0,9.5,10.0
753,1096.0,31.0,25.0,3.406,12.547,3.41,1886.0,75.0,97.0,73.5,151.0,13.9,8.25,8.5
754,1312.0,34.0,24.0,3.601,12.841,3.427,1847.0,81.0,102.5,78.5,179.0,6.6,8.0,8.0
755,350.0,36.5,28.0,3.512,12.694,3.007,1984.0,76.5,96.0,72.5,186.0,8.5,8.5,9.0
756,450.0,34.0,27.0,3.412,12.002,3.495,1948.0,77.75,96.0,73.0,168.0,6.9,7.5,9.0
757,338.0,33.0,29.0,3.267,11.397,3.792,1949.0,75.0,94.5,72.5,177.5,14.8,8.0,8.75
758,1266.0,34.0,23.0,3.376,11.565,3.286,1983.0,77.25,100.0,75.5,169.4,7.0,8.0,8.5
759,766.0,33.5,31.5,3.286,11.967,3.531,1987.0,76.0,96.5,73.0,159.0,16.5,8.0,8.75
760,395.0,35.0,26.0,3.354,12.658,3.401,1930.0,84.0,104.5,79.5,186.2,6.1,8.5,9.5
761,1313.0,35.5,29.0,3.319,12.099,3.398,1997.0,78.0,99.0,75.0,153.0,15.0,8.0,8.5
762,1432.0,32.5,31.0,3.023,12.171,3.739,1980.0,77.25,95.0,72.75,158.75,6.9,8.25,9.0
763,347.0,39.5,31.5,2.966,12.214,3.328,2121.0,71.5,92.0,70.0,160.9,13.0,7.75,8.5
764,967.0,29.5,20.5,3.617,12.427,3.698,1738.0,76.0,96.0,72.0,155.5,10.1,8.0,10.25
765,977.0,28.5,23.5,3.456,12.482,3.515,1834.0,85.0,104.5,77.5,209.3,23.8,8.25,9.5
766,291.0,30.0,21.5,3.826,12.306,3.767,1695.0,75.0,93.0,72.0,169.0,16.7,8.0,9.5
767,628.0,28.5,26.0,3.355,11.7,3.443,1931.0,77.0,99.0,76.0,188.7,18.0,7.25,8.25
768,1467.0,31.0,27.5,3.4,12.449,3.349,1922.0,84.5,105.0,79.0,217.0,27.9,9.5,10.5
769,483.0,41.5,32.0,3.513,12.117,3.756,1936.0,71.5,90.0,67.75,148.4,9.3,7.0,8.0
770,1415.0,30.5,23.5,3.458,12.053,3.61,1857.0,77.0,97.25,74.0,186.0,16.2,8.0,8.5
771,468.0,28.0,21.0,3.573,12.6,3.714,1725.0,72.5,92.0,70.0,148.0,14.4,7.5,8.0
772,583.0,31.5,22.5,3.467046660117878,12.247189108910884,3.5052431640624997,1980.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
773,457.0,37.0,26.5,3.342,12.578,3.501,1936.0,80.5,101.5,78.0,160.1,11.9,8.0,9.5
774,1178.0,31.0,25.0,3.396,11.4709999999999,3.444,1950.0,77.5,96.5,72.0,147.7,16.9,7.25,8.0
775,430.0,31.829614604462474,28.0,3.299,11.706,3.244,2017.0,78.0,98.0,74.0,161.5,18.6,8.0,9.0
776,353.0,28.0,21.0,3.615,12.468,3.396,1788.0,74.5,96.5,74.0,175.0,16.7,8.0,8.0
777,644.0,29.5,22.0,3.469,12.728,3.427,1816.0,78.0,101.5,74.5,183.0,25.1,8.25,8.5
778,1041.0,36.5,31.0,3.411,11.793,3.436,2010.0,85.0,106.5,79.0,184.9,6.8,9.0,10.0
779,1095.0,32.0,25.5,3.635,11.604,3.475,1902.0,81.5,100.5,77.5,231.3,28.7,8.0,9.5
780,1289.0,32.0,27.0,3.31,11.392,3.64399999999999,1956.0,78.08979743083005,98.71417984189723,75.09419466403162,180.7358201581028,14.97949604743083,8.049381188118812,8.876189296333004
781,382.0,21.0,18.0,3.512,12.909,3.922,1570.0,79.75,103.0,77.0,200.2,13.2,8.0,8.75
782,335.0,27.5,21.5,3.715,13.355,3.413,1697.0,81.0,103.5,76.5,217.0,14.7,8.25,9.0
783,434.0,32.5,26.0,3.174,12.016,3.117,2033.0,80.0,102.5,78.0,187.0,19.2,8.75,9.75
784,577.0,35.5,28.5,3.258,11.545,3.395,2038.0,79.0,99.5,75.5,177.0,16.7,8.25,8.75
785,561.0,37.5,29.0,3.359,11.844,3.5,1999.0,75.0,94.0,70.5,160.8,14.9,8.0,9.0
786,1333.0,29.0,24.5,3.688,12.648,3.631,1808.0,81.0,102.0,78.75,182.4,5.7,8.25,7.5
787,396.0,30.5,23.0,3.574,12.971,3.461,1799.0,76.5,99.0,75.0,179.0,9.3,8.5,9.0
788,1112.0,34.0,28.0,4.332,12.309,3.509,1741.0,74.0,95.0,73.0,184.9,12.5,8.0,8.5
789,636.0,32.5,26.5,3.467,12.302,3.418,1916.0,76.0,96.0,75.0,177.5,16.3,8.0,9.25
790,1206.0,33.5,30.0,3.37,12.261,3.952,1852.0,83.5,102.5,78.0,189.2,19.6,8.0,9.25
791,1299.0,22.0,19.5,3.792,13.3,3.655,1593.0,80.0,101.5,75.5,256.8,30.7,8.0,8.75
792,439.0,29.0,22.5,3.795,12.208,3.18,1814.0,77.5,101.0,76.5,168.0,6.7,8.75,9.5
793,355.0,34.5,26.5,3.406,10.699,2.996,2114.0,77.0,99.5,75.0,163.0,6.2,8.0,9.5
794,1160.0,31.5,25.0,3.61,12.733,3.377,1843.0,79.5,103.0,77.0,244.8,16.1,8.5,9.0
795,897.0,33.5,24.5,3.267,11.847,3.431,1968.0,78.5,96.5,72.75,157.5,11.7,8.0,8.0
796,654.0,29.5,22.5,3.464,11.627,2.977,1965.0,74.0,97.0,75.0,162.0,8.3,8.25,9.0
